"Name","Family","Series","Form Factor","# of CPU Cores","# of Threads","Max. Boost Clock","Base Clock","L2 Cache","L3 Cache","Default TDP","L1 Cache","AMD Configurable TDP (cTDP)","Processor Technology for CPU Cores","Unlocked for Overclocking","CPU Socket","Thermal Solution (PIB)","Recommended Cooler","Thermal Solution (MPK)","Max. Operating Temperature (Tjmax)","Launch Date","*OS Support","PCI Express® Version","System Memory Type","Memory Channels","System Memory Specification","Graphics Model","Graphics Core Count","Graphics Frequency","AMD Ryzen™ AI","Product ID Boxed","Product ID Tray","Product ID MPK","Supported Technologies"
"AMD Ryzen™ 9 PRO 8945HS","Ryzen PRO","Ryzen PRO 8000 Series","Desktops , 1L Desktops , Laptops , Mobile Workstations","8","16","Up to 5.2 GHz","4 GHz","8 MB","16 MB","45W","","35-54W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7)","2","","AMD Radeon™ 780M","12","2800 MHz","Available","","100-000001314 (FP7r2) , 100-000001386 (FP7)","",""
"AMD Ryzen™ 7 PRO 8840U","Ryzen PRO","Ryzen PRO 8000 Series","Desktops , 1L Desktops , Laptops , Mobile Workstations","8","16","Up to 5.1 GHz","3.3 GHz","8 MB","16 MB","28W","","15-30W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7)","2","","AMD Radeon™ 780M","12","2700 MHz","Available","","100-000001317 (FP7r2) , 100-000001377 (FP7)","",""
"AMD Ryzen™ 7 PRO 8845HS","Ryzen PRO","Ryzen PRO 8000 Series","Desktops , 1L Desktops , Laptops , Mobile Workstations","8","16","Up to 5.1 GHz","3.8 GHz","8 MB","16 MB","45W","","35-54W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","04/16/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7)","2","","AMD Radeon™ 780M","12","2700 MHz","Available","","100-000001316 (FP7r2) , 100-000001387 (FP7)","",""
"AMD Ryzen™ 7 PRO 8840HS","Ryzen PRO","Ryzen PRO 8000 Series","Desktops , 1L Desktops , Laptops , Mobile Workstations","8","16","Up to 5.1 GHz","3.3 GHz","8 MB","16 MB","28W","","20-30W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7)","2","","AMD Radeon™ 780M","12","2700 MHz","Available","","100-000001353 (FP7r2) , 100-000001381 (FP7)","",""
"AMD Ryzen™ 7 PRO 8700GE","Ryzen PRO","Ryzen PRO 8000 Series","Desktops","8","16","Up to 5.1 GHz","3.6 GHz","8 MB","16 MB","35W","","","TSMC 4nm FinFET","","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 780M","12","2700 MHz","Available","","100-000001240 (AM5)","",""
"AMD Ryzen™ 7 PRO 8700G","Ryzen PRO","Ryzen PRO 8000 Series","Desktops","8","16","Up to 5.1 GHz","4.2 GHz","8 MB","16 MB","65W","","45-65W","TSMC 4nm FinFET","","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 780M","12","2900 MHz","Available","","100-000001238 (AM5)","",""
"AMD Ryzen™ 5 PRO 8640U","Ryzen PRO","Ryzen PRO 8000 Series","Desktops , 1L Desktops , Laptops , Mobile Workstations","6","12","Up to 4.9 GHz","3.5 GHz","6 MB","16 MB","28W","","15-30W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7)","2","","AMD Radeon™ 760M","8","2600 MHz","Available","","100-000001318 (FP7r2) , 100-000001378 (FP7)","",""
"AMD Ryzen™ 5 PRO 8645HS","Ryzen PRO","Ryzen PRO 8000 Series","Desktops , 1L Desktops , Laptops , Mobile Workstations","6","12","Up to 5 GHz","4.3 GHz","6 MB","16 MB","45W","","35-54W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7)","2","","AMD Radeon™ 760M","8","2600 MHz","Available","","100-000001315 (FP7r2) , 100-000001388 (FP7)","",""
"AMD Ryzen™ 5 PRO 8640HS","Ryzen PRO","Ryzen PRO 8000 Series","Desktops , 1L Desktops , Laptops , Mobile Workstations","6","12","Up to 4.9 GHz","3.5 GHz","6 MB","16 MB","28W","","20-30W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7)","2","","AMD Radeon™ 760M","8","2600 MHz","Available","","100-000001354 (FP7r2) , 100-000001382 (FP7)","",""
"AMD Ryzen™ 5 PRO 8600GE","Ryzen PRO","Ryzen PRO 8000 Series","Desktops","6","12","Up to 5 GHz","3.9 GHz","6 MB","16 MB","35W","","","TSMC 4nm FinFET","","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 760M","8","2600 MHz","Available","","100-000001241 (AM5)","",""
"AMD Ryzen™ 5 PRO 8600G","Ryzen PRO","Ryzen PRO 8000 Series","Desktops","6","12","Up to 5 GHz","4.3 GHz","6 MB","16 MB","65W","","45-65W","TSMC 4nm FinFET","","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 760M","8","2800 MHz","Available","","100-000001239 (AM5)","",""
"AMD Ryzen™ 5 PRO 8540U","Ryzen PRO","Ryzen PRO 8000 Series","Desktops , 1L Desktops , Laptops , Mobile Workstations","6","12","Up to 4.9 GHz","3.2 GHz","6 MB","16 MB","28W","","15-30W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7)","2","","AMD Radeon™ 740M","4","2800 MHz","Not Available","","100-000001329 (FP7r2) , 100-000001331 (FP7)","",""
"AMD Ryzen™ 5 PRO 8500GE","Ryzen PRO","Ryzen PRO 8000 Series","Desktops","6","12","Up to 5 GHz","3.4 GHz","6 MB","16 MB","35W","","","TSMC 4nm FinFET","","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 740M","4","2800 MHz","Not Available","","100-000001185 (AM5)","",""
"AMD Ryzen™ 5 PRO 8500G","Ryzen PRO","Ryzen PRO 8000 Series","Desktops","6","12","Up to 5 GHz","3.5 GHz","6 MB","16 MB","65W","","45-65W","TSMC 4nm FinFET","","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 740M","4","2800 MHz","Not Available","","100-000001183 (AM5)","",""
"AMD Ryzen™ 3 PRO 8300GE","Ryzen PRO","Ryzen PRO 8000 Series","Desktops","4","8","Up to 4.9 GHz","3.5 GHz","4 MB","8 MB","35W","","","TSMC 4nm FinFET","","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 740M","4","2600 MHz","Not Available","","100-000001189 (AM5)","",""
"AMD Ryzen™ 3 PRO 8300G","Ryzen PRO","Ryzen PRO 8000 Series","Desktops","4","8","Up to 4.9 GHz","3.4 GHz","4 MB","8 MB","65W","","45-65W","TSMC 4nm FinFET","","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 740M","4","2600 MHz","Not Available","","100-000001187 (AM5)","",""
"AMD Ryzen™ 9 8945HX","Ryzen","Ryzen 8000 Series","Laptops , Desktops","16","32","Up to 5.4 GHz","2.5 GHz","16 MB","64 MB","55W","1024 KB","55-75W","TSMC 5nm FinFET","Yes","FL1","","","","100°C","4/23/25","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","2","","AMD Radeon™ 610M","2","2200 MHz","","","100-000001848","",""
"AMD Ryzen™ 9 8945HS","Ryzen","Ryzen 8000 Series","Laptops , Desktops","8","16","Up to 5.2 GHz","4 GHz","8 MB","16 MB","45W","","35-54W","TSMC 4nm FinFET","No","FP7 , FP7r2 , FP8","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7-FP8)","2","","AMD Radeon™ 780M","12","2800 MHz","Available","","100-000001319 (FP7r2) , 100-000001383 (FP7) , 100-000001309 (FP8)","",""
"AMD Ryzen™ 9 8940HX","Ryzen","Ryzen 8000 Series","Laptops , Desktops","16","32","Up to 5.3 GHz","2.4 GHz","16 MB","64 MB","55W","1024 KB","55-75W","TSMC 5nm FinFET","Yes","FL1","","","","100°C","4/23/25","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","2","","AMD Radeon™ 610M","2","2200 MHz","","","100-000001849","",""
"AMD Ryzen™ 7 8845HS","Ryzen","Ryzen 8000 Series","Laptops , Desktops","8","16","Up to 5.1 GHz","3.8 GHz","8 MB","16 MB","45W","","35-54W","TSMC 4nm FinFET","No","FP7 , FP7r2 , FP8","","","","100°C","12/06/2023","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7-FP8)","2","","AMD Radeon™ 780M","12","2700 MHz","Available","","100-000001322 (FP7r2) , 100-000001384 (FP7) , 100-000001311 (FP8)","",""
"AMD Ryzen™ 7 8840U","Ryzen","Ryzen 8000 Series","Laptops , Desktops","8","16","Up to 5.1 GHz","3.3 GHz","8 MB","16 MB","28W","","15-30W","TSMC 4nm FinFET","No","FP7 , FP7r2 , FP8","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7-FP8)","2","","AMD Radeon™ 780M","12","2700 MHz","Available","","100-000001323 (FP7r2) , 100-000001375 (FP7) , 100-000001312 (FP8)","",""
"AMD Ryzen™ 7 8840HX","Ryzen","Ryzen 8000 Series","Laptops , Desktops","12","24","Up to 5.1 GHz","2.9 GHz","12 MB","64 MB","55W","768 KB","45-75W","TSMC 5nm FinFET","Yes","FL1","","","","100°C","4/23/25","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","2","","AMD Radeon™ 610M","2","2200 MHz","","","100-000001850","",""
"AMD Ryzen™ 7 8840HS","Ryzen","Ryzen 8000 Series","Laptops , Desktops","8","16","Up to 5.1 GHz","3.3 GHz","8 MB","16 MB","28W","","20-30W","TSMC 4nm FinFET","No","FP7 , FP7r2 , FP8","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7-FP8)","2","","AMD Radeon™ 780M","12","2700 MHz","Available","","100-000001372 (FP7r2) , 100-000001379 (FP7) , 100-000001357 (FP8)","",""
"AMD Ryzen™ 7 8745HX","Ryzen","Ryzen 8000 Series","Laptops , Desktops","8","16","Up to 5.1 GHz","3.6 GHz","8 MB","32 MB","55W","512 KB","45-75W","TSMC 5nm FinFET","Yes","FL1","","","","100°C","4/23/25","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","2","","AMD Radeon™ 610M","2","2200 MHz","","","100-000001851","",""
"AMD Ryzen™ 7 8700G","Ryzen","Ryzen 8000 Series","Desktops","8","16","Up to 5.1 GHz","4.2 GHz","8 MB","16 MB","65W","","45-65W","TSMC 4nm FinFET","Yes","AM5","","","","95°C","1/31/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5","2","","AMD Radeon™ 780M","12","2900 MHz","Available","100-100001236BOX","100-000001236","100-100001236MPK",""
"AMD Ryzen™ 7 8700F","Ryzen","Ryzen 8000 Series","Desktops","8","16","Up to 5 GHz","4.1 GHz","8 MB","16 MB","65W","","45-65W","TSMC 4nm FinFET","Yes","AM5","","","","95°C","04/01/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5","2","","Discrete Graphics Card Required","","","Available","100-100001590BOX , 100-100001590CBX","100-000001590 (AM5)","100-100001590MPK , 100-100001590CPK",""
"AMD Ryzen™ 5 8645HS","Ryzen","Ryzen 8000 Series","Laptops , Desktops","6","12","Up to 5 GHz","4.3 GHz","6 MB","16 MB","45W","","35-54W","TSMC 4nm FinFET","No","FP7 , FP7r2 , FP8","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7-FP8)","2","","AMD Radeon™ 760M","8","2600 MHz","Available","","100-000001320 (FP7r2) , 100-000001385 (FP7) , 100-000001310 (FP8)","",""
"AMD Ryzen™ 5 8640U","Ryzen","Ryzen 8000 Series","Laptops , Desktops","6","12","Up to 4.9 GHz","3.5 GHz","6 MB","16 MB","28W","","15-30W","TSMC 4nm FinFET","No","FP7 , FP7r2 , FP8","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7-FP8)","2","","AMD Radeon™ 760M","8","2600 MHz","Available","","100-000001324 (FP7r2) , 100-000001376 (FP7) , 100-000001313 (FP8)","",""
"AMD Ryzen™ 5 8640HS","Ryzen","Ryzen 8000 Series","Laptops , Desktops","6","12","Up to 4.9 GHz","3.5 GHz","6 MB","16 MB","28W","","20-30W","TSMC 4nm FinFET","No","FP7 , FP7r2 , FP8","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7-FP8)","2","","AMD Radeon™ 760M","8","2600 MHz","Available","","100-000001373 (FP7r2) , 1100-000001380 (FP7) , 100-000001358(FP8)","",""
"AMD Ryzen™ 5 8600G","Ryzen","Ryzen 8000 Series","Desktops","6","12","Up to 5 GHz","4.3 GHz","6 MB","16 MB","65W","","45-65W","TSMC 4nm FinFET","Yes","AM5","","","","95°C","1/31/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5","2","","AMD Radeon™ 760M","8","2800 MHz","Available","100-100001237BOX","100-000001237","100-100001237MPK",""
"AMD Ryzen™ 5 8540U","Ryzen","Ryzen 8000 Series","Laptops , Desktops","6","12","Up to 4.9 GHz","3.2 GHz","6 MB","16 MB","28W","","15-30W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7-FP8)","2","","AMD Radeon™ 740M","4","2800 MHz","Not Available","","100-000001326 (FP7r2) , 100-000001333 (FP7)","",""
"AMD Ryzen™ 5 8500GE","Ryzen","Ryzen 8000 Series","Desktops","6","12","Up to 5 GHz","3.4 GHz","6 MB","16 MB","35W","","","TSMC 4nm FinFET","Yes","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 740M","4","2800 MHz","Not Available","","100-000001495 (AM5)","",""
"AMD Ryzen™ 5 8500G","Ryzen","Ryzen 8000 Series","Desktops","6","12","Up to 5 GHz","3.5 GHz","6 MB","16 MB","65W","","45-65W","TSMC 4nm FinFET","","AM5","","","","95°C","1/31/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5","2","","AMD Radeon™ 740M","4","2800 MHz","Not Available","100-100000931BOX","100-000001491 , 100-000000931","100-100000931MPK",""
"AMD Ryzen™ 3 8440U","Ryzen","Ryzen 8000 Series","Laptops , Desktops","4","8","Up to 4.7 GHz","3 GHz","4 MB","8 MB","28W","","15-30W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7-FP8)","2","","AMD Radeon™ 740M","4","2500 MHz","Not Available","","100-000001325 (FP7r2) , 100-000001332 (FP7)","",""
"AMD Ryzen™ 3 8300GE","Ryzen","Ryzen 8000 Series","Desktops","4","8","Up to 4.9 GHz","3.5 GHz","4 MB","8 MB","35W","","","TSMC 4nm FinFET","Yes","AM5","","","","95°C","4/16/2024","RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition","PCIe® 4.0","DDR5","2","","AMD Radeon™ 740M","4","2600 MHz","Not Available","","100-000001496 (AM5)","",""
"AMD Ryzen™ 5 8400F","Ryzen","Ryzen 8000 Series","Desktops","6","12","Up to 4.7 GHz","4.2 GHz","6 MB","16 MB","65W","","45-65W","TSMC 4nm FinFET","Yes","AM5","","","","95°C","04/01/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5","2","","Discrete Graphics Card Required","","","Not Available","100-100001591BOX , 100-100001591CBX","100-000001591 (AM5)","100-100001591MPK , 100-100001591CPK",""
"AMD Ryzen™ 3 8300G","Ryzen","Ryzen 8000 Series","Desktops","4","8","Up to 4.9 GHz","3.4 GHz","4 MB","8 MB","65W","","45-65W","TSMC 4nm FinFET","Yes","AM5","","","","95°C","1/31/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5","2","","AMD Radeon™ 740M","4","2600 MHz","Not Available","","100-000001492 , 100-000001186","100-100001186MPK",""
"AMD Ryzen™ Threadripper™ PRO 7995WX","Ryzen Threadripper PRO","Ryzen Threadripper PRO 7000 WX-Series","Desktops","96","192","Up to 5.1 GHz","2.5 GHz","96 MB","384 MB","350W","6144 KB","","TSMC 5nm FinFET","Yes","sTR5","Not Included","","","95°C","10/19/2023","Windows 11 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","8","Up to 5200 MT/s","Discrete Graphics Card Required","","","","100-100000884WOF","100-000000884","","AMD EXPO™ Technology , AMD PRO technologies , AMD Ryzen™ Technologies"
"AMD Ryzen™ Threadripper™ PRO 7985WX","Ryzen Threadripper PRO","Ryzen Threadripper PRO 7000 WX-Series","Desktops","64","128","Up to 5.1 GHz","3.2 GHz","64 MB","256 MB","350W","4096 KB","","TSMC 5nm FinFET","Yes","sTR5","Not Included","","","95°C","10/19/2023","Windows 11 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","8","Up to 5200 MT/s","Discrete Graphics Card Required","","","","100-100000454WOF","100-000000454","","AMD EXPO™ Technology , AMD PRO technologies , AMD Ryzen™ Technologies"
"AMD Ryzen™ Threadripper™ PRO 7975WX","Ryzen Threadripper PRO","Ryzen Threadripper PRO 7000 WX-Series","Desktops","32","64","Up to 5.3 GHz","4 GHz","32 MB","128 MB","350W","2048 KB","","TSMC 5nm FinFET","Yes","sTR5","Not Included","","","95°C","10/19/2023","Windows 11 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","8","Up to 5200 MT/s","Discrete Graphics Card Required","","","","100-100000453WOF","100-000000453","","AMD EXPO™ Technology , AMD PRO technologies , AMD Ryzen™ Technologies"
"AMD Ryzen™ Threadripper™ PRO 7965WX","Ryzen Threadripper PRO","Ryzen Threadripper PRO 7000 WX-Series","Desktops","24","48","Up to 5.3 GHz","4.2 GHz","24 MB","128 MB","350W","1536 KB","","TSMC 5nm FinFET","Yes","sTR5","Not Included","","","95°C","10/19/2023","Windows 11 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","8","Up to 5200 MT/s","Discrete Graphics Card Required","","","","100-100000885WOF","100-000000885","","AMD EXPO™ Technology , AMD PRO technologies , AMD Ryzen™ Technologies"
"AMD Ryzen™ Threadripper™ PRO 7955WX","Ryzen Threadripper PRO","Ryzen Threadripper PRO 7000 WX-Series","Desktops","16","32","Up to 5.3 GHz","4.5 GHz","16 MB","64 MB","350W","1024 KB","","TSMC 5nm FinFET","Yes","sTR5","Not Included","","","95°C","10/19/2023","Windows 11 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","8","Up to 5200 MT/s","Discrete Graphics Card Required","","","","","100-000000886","","AMD EXPO™ Technology , AMD PRO technologies , AMD Ryzen™ Technologies"
"AMD Ryzen™ Threadripper™ PRO 7945WX","Ryzen Threadripper PRO","Ryzen Threadripper PRO 7000 WX-Series","Desktops","12","24","Up to 5.3 GHz","4.7 GHz","12 MB","64 MB","350W","768 KB","","TSMC 5nm FinFET","Yes","sTR5","Not Included","","","95°C","10/19/2023","Windows 11 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","8","Up to 5200 MT/s","Discrete Graphics Card Required","","","","","100-000000887","","AMD EXPO™ Technology , AMD PRO technologies , AMD Ryzen™ Technologies"
"AMD Ryzen™ Threadripper™ 7980X","Ryzen Threadripper","Ryzen Threadripper 7000 Series","Desktops","64","128","Up to 5.1 GHz","3.2 GHz","64 MB","256 MB","350W","4096 KB","","TSMC 5nm FinFET","Yes","sTR5","Not Included","","","95°C","10/19/2023","Windows 11 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","4","Up to 5200 MT/s","Discrete Graphics Card Required","","","","100-100001350WOF","100-000001350","","AMD EXPO™ Technology , AMD Ryzen™ Technologies"
"AMD Ryzen™ Threadripper™ 7970X","Ryzen Threadripper","Ryzen Threadripper 7000 Series","Desktops","32","64","Up to 5.3 GHz","4 GHz","32 MB","128 MB","350W","2048 KB","","TSMC 5nm FinFET","Yes","sTR5","Not Included","","","95°C","10/19/2023","Windows 11 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","4","Up to 5200 MT/s","Discrete Graphics Card Required","","","","100-100001351WOF","100-000001351","","AMD EXPO™ Technology , AMD Ryzen™ Technologies"
"AMD Ryzen™ Threadripper™ 7960X","Ryzen Threadripper","Ryzen Threadripper 7000 Series","Desktops","24","48","Up to 5.3 GHz","4.2 GHz","24 MB","128 MB","350W","1536 KB","","TSMC 5nm FinFET","Yes","sTR5","Not Included","","","95°C","10/19/2023","Windows 11 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","4","Up to 5200 MT/s","Discrete Graphics Card Required","","","","100-100001352WOF","100-000001352","","AMD EXPO™ Technology , AMD Ryzen™ Technologies"
"AMD Ryzen™ 9 PRO 7945","Ryzen PRO","Ryzen PRO 7000 Series","Desktops , Boxed Processor","12","24","Up to 5.4 GHz","3.7 GHz","12 MB","64 MB","65W","768 KB","","TSMC 5nm FinFET","No","AM5","","","AMD Wraith Spire","95°C","06/13/2023","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 5.0","DDR5","2","","AMD Radeon™ Graphics","2","2200 MHz","","","100-000000598","100-100000598MPK","AMD PRO technologies"
"AMD Ryzen™ 9 PRO 7940HS","Ryzen PRO","Ryzen PRO 7000 Series","Laptops , Mobile Workstations , 1L Desktops , Desktops","8","16","Up to 5.2 GHz","4 GHz","8 MB","16 MB","","","35-54W","TSMC 4nm FinFET","No","FP7 , FP7r2","","","","100°C","06/13/2023","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR5 (FP7r2) , LPDDR5X (FP7)","2","","AMD Radeon™ 780M","12","2800 MHz","Available","","100-000000958 (FP7r2) , 100-000000967 (FP7)","",""
